nro;ubigeo;region;provincia;distrito;centro_poblado;2g;3g;4g;5g;lat;lon
4396;2001090027;PIURA;PIURA;LA ARENA;OSWALDO SEMINARIO;;SI;;;-5.307119974;-80.71337999
4397;2001100001;PIURA;PIURA;LA UNION;LA UNION;;;SI;;-5.388213759;-80.73733206
4398;2001100003;PIURA;PIURA;LA UNION;ANTIGUO TAMARINDO;;;SI;;-5.3525152;-80.73526
4399;2001100004;PIURA;PIURA;LA UNION;NUEVO TAMARINDO;;;SI;;-5.3638085;-80.72486347
4400;2001100005;PIURA;PIURA;LA UNION;DOS ALTOS;;;SI;;-5.364505956;-80.72618617
4401;2001100006;PIURA;PIURA;LA UNION;TUNAPE;;;SI;;-5.369381249;-80.73865264
4402;1903010001;PASCO;OSIAPAMPA;OSIAPAMPA;OSIAPAMPA;;;SI;;-10.57489682;-75.40460463
4403;1903010014;PASCO;OSIAPAMPA;OSIAPAMPA;SAN ROQUE;;SI;;;-10.55731;-75.4148
4404;1903010016;PASCO;OSIAPAMPA;OSIAPAMPA;SANTA CLARA;;SI;;;-10.55484;-75.40744
4405;1903010017;PASCO;OSIAPAMPA;OSIAPAMPA;04 NARANJAS;;SI;;;-10.56355;-75.41836
4406;1903010020;PASCO;OSIAPAMPA;OSIAPAMPA;MONTE VERDE;;SI;;;-10.56376;-75.41141
4407;1903010023;PASCO;OSIAPAMPA;OSIAPAMPA;LA ESPERANZA;;SI;;;-10.5851;-75.39187
4408;1903010026;PASCO;OSIAPAMPA;OSIAPAMPA;MIRAFLORES;;SI;;;-10.59701;-75.38424
4409;1903010027;PASCO;OSIAPAMPA;OSIAPAMPA;LLAMAQUIZU;;SI;;;-10.61319;-75.38067
4410;1903010061;PASCO;OSIAPAMPA;OSIAPAMPA;ALTO LLAMAQUIZU;;SI;;;-10.61734833;-75.36712333
4411;1903070001;PASCO;OSIAPAMPA;VILLA RICA;VILLA RICA;;;SI;;-10.73755203;-75.27125778
4412;2001100008;PIURA;PIURA;LA UNION;TABLAZO NORTE (TABLAZO);;;SI;;-5.380685836;-80.7622878
4413;2001100009;PIURA;PIURA;LA UNION;SANTA CRUZ;;;SI;;-5.37791;-80.72717
4414;2001100010;PIURA;PIURA;LA UNION;CANIZAL GRANDE;;;SI;;-5.38309;-80.71296
4415;2001100011;PIURA;PIURA;LA UNION;CANIZAL CHICO;;;SI;;-5.38433;-80.69815
4416;2001100012;PIURA;PIURA;LA UNION;TABLAZO SUR;;;SI;;-5.39378;-80.75976
4417;2001100017;PIURA;PIURA;LA UNION;SANTA ROSA;SI;;;;-5.351226865;-80.74724635
4418;2001110002;PIURA;PIURA;LAS LOMAS;AGUA DULCE;;SI;;;-4.634337961;-80.2999341
4419;2001110008;PIURA;PIURA;LAS LOMAS;LOS ENCUENTROS DE PICHONES;;SI;;;-4.64403;-80.30987167
4420;2001110009;PIURA;PIURA;LAS LOMAS;BELLAVISTA;;SI;;;-4.6589628;-80.25031
4421;2001110010;PIURA;PIURA;LAS LOMAS;SALADOS;SI;;;;-4.649746667;-80.26516333
4422;2002010082;PIURA;AYABACA;AYABACA;PUTAGO;;;SI;;-4.5949031;-79.70018
4423;2002010083;PIURA;AYABACA;AYABACA;USCUPAMPA;;;SI;;-4.6176202;-79.71282
4424;2002010084;PIURA;AYABACA;AYABACA;CHICLARUME;SI;;;;-4.614056667;-79.68751833
4425;2002010085;PIURA;AYABACA;AYABACA;YACUPAMPA;;;SI;;-4.61826;-79.71126
4426;2002010087;PIURA;AYABACA;AYABACA;PAMPA DEL LOBO;;SI;;;-4.6310393;-79.72209
4427;1901030043;PASCO;PASCO;HUARIACA;CUTIMARKA;;;SI;;-10.465107;-76.17775
4428;2003010068;PIURA;HUANCABAMBA;HUANCABAMBA;SAGRADO CORAZON DE JESUS;;SI;;;-5.246213659;-79.47071679
4429;1901030069;PASCO;PASCO;HUARIACA;SECCERAGRA;;;SI;;-10.43353;-76.2007
4430;1901030093;PASCO;PASCO;HUARIACA;SHALA UCRO;;;SI;;-10.4544;-76.17414
4431;1901040001;PASCO;PASCO;HUAYLLAY;HUAYLLAY;;;SI;;-11.00197299;-76.36468541
4432;1901120044;PASCO;PASCO;VICCO;CONDORCOCHA;;;SI;;-10.893072;-76.1997
4433;1901080018;PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUSYACAN;HUANCHAL;;SI;;;-10.50342;-76.18186167
4434;1901100021;PASCO;PASCO;TICLACAYAN;MALAUCHACA (SAN ANTONIO DE MALAUCHACA);;;SI;;-10.51732;-76.17995
4435;1901100023;PASCO;PASCO;TICLACAYAN;MACHALAN;;;SI;;-10.53097333;-76.16576167
4436;1901100026;PASCO;PASCO;TICLACAYAN;SHANSHA;;;SI;;-10.54165667;-76.172685
4437;1901120054;PASCO;PASCO;VICCO;MISHANJIRCA;;;SI;;-10.84764333;-76.23370667
4438;1901120067;PASCO;PASCO;VICCO;HUACLASHAY;;SI;;;-10.833337;-76.22212
4439;1901130001;PASCO;PASCO;YANACANCHA;YANACANCHA;;;SI;;-10.66495944;-76.25264651
4440;1901130003;PASCO;PASCO;YANACANCHA;BARVILCOCHA (BARVELCHACA;;SI;;;-10.53743;-76.18891
4441;1901130006;PASCO;PASCO;YANACANCHA;CHICRIN;;;SI;;-10.57885;-76.18787
4442;1903010071;PASCO;OSIAPAMPA;OSIAPAMPA;ALTO MIRAFLORES;;SI;;;-10.60316;-75.39228
4443;1903010076;PASCO;OSIAPAMPA;OSIAPAMPA;LA COLINA;;SI;;;-10.60726;-75.37133
4444;1903020005;PASCO;OSIAPAMPA;CHONTABAMBA;LA FLORIDA;;SI;;;-10.59894;-75.41431
4445;1903020006;PASCO;OSIAPAMPA;CHONTABAMBA;SANTO DOMINGO;;SI;;;-10.60371;-75.42153
4446;1903020007;PASCO;OSIAPAMPA;CHONTABAMBA;SAN CARLOS;;SI;;;-10.60466;-75.41419
4447;1903020008;PASCO;OSIAPAMPA;CHONTABAMBA;SAN JOSE;;SI;;;-10.59275;-75.41738
4448;1903020011;PASCO;OSIAPAMPA;CHONTABAMBA;DOS DE MAYO;;SI;;;-10.59528;-75.4508
4449;1903020028;PASCO;OSIAPAMPA;CHONTABAMBA;SANTA ROSA;;SI;;;-10.59417;-75.45151
4450;1903070042;PASCO;OSIAPAMPA;VILLA RICA;CANAL DE PIEDRA;;SI;;;-10.72275;-75.26498
4451;1903070048;PASCO;OSIAPAMPA;VILLA RICA;MAIME;;SI;;;-10.74545;-75.24063
4452;1903070049;PASCO;OSIAPAMPA;VILLA RICA;ALDEA NATIVA MILAGRO;;SI;;;-10.73664;-75.24704
4453;1903070050;PASCO;OSIAPAMPA;VILLA RICA;ACOMAYO;;SI;;;-10.72736;-75.28947
4454;1903070051;PASCO;OSIAPAMPA;VILLA RICA;LA LAGUNA;;SI;;;-10.73876;-75.26117
4455;1903070052;PASCO;OSIAPAMPA;VILLA RICA;OCONAL;;SI;;;-10.76223;-75.26672
4456;1903070053;PASCO;OSIAPAMPA;VILLA RICA;ALTO OCONAL;;SI;;;-10.75358;-75.26571
4457;1903070054;PASCO;OSIAPAMPA;VILLA RICA;SAN JOSE;;SI;;;-10.75425;-75.29667
4458;1903070072;PASCO;OSIAPAMPA;VILLA RICA;KILOMETRO 6;;SI;;;-10.72703618;-75.22278808
4459;1903070111;PASCO;OSIAPAMPA;VILLA RICA;SANTA ROSA DE OCONAL;;SI;;;-10.76084;-75.26308
4460;1903070115;PASCO;OSIAPAMPA;VILLA RICA;AEROPUERTO;;SI;;;-10.73401;-75.2596
4461;2001110070;PIURA;PIURA;LAS LOMAS;SANTA ISABEL;;;SI;;-4.6537571;-80.24638
4462;2001140036;PIURA;PIURA;TAMBO GRANDE;CRUCETA;;;SI;;-4.838322016;-80.26489325
4463;2001140041;PIURA;PIURA;TAMBO GRANDE;WIRACOCHA;;;SI;;-4.86715;-80.3997
4464;2001140042;PIURA;PIURA;TAMBO GRANDE;MAYTA CAPAC;;SI;;;-4.84602;-80.39144
4465;2001140048;PIURA;PIURA;TAMBO GRANDE;AMARU INCA YUPANQUI;;;SI;;-4.8838;-80.41544
4466;2001140050;PIURA;PIURA;TAMBO GRANDE;PEDREGAL BAJO;;;SI;;-4.88271;-80.38591
4467;2001140051;PIURA;PIURA;TAMBO GRANDE;LA CORUÑA;;;SI;;-4.884134855;-80.36806153
4468;2001140052;PIURA;PIURA;TAMBO GRANDE;CP2 COLERA;;SI;;;-4.88247;-80.33437
4469;1901040075;PASCO;PASCO;HUAYLLAY;TINGO;;;SI;;-10.98255;-76.34085667
4470;1901040091;PASCO;PASCO;HUAYLLAY;JUCLACANCHA;;;SI;;-11.00676667;-76.38805833
4471;1901040093;PASCO;PASCO;HUAYLLAY;PATOCOCHA;;;SI;;-10.98843;-76.34924167
4472;1901040096;PASCO;PASCO;HUAYLLAY;MARAYRRAGAN;;;SI;;-10.98598251;-76.3485452
4473;1901040097;PASCO;PASCO;HUAYLLAY;HUAGONMACHAY;;;SI;;-11.00615667;-76.38545167
4474;1901040098;PASCO;PASCO;HUAYLLAY;ANDACANCHA;;;SI;;-11.003125;-76.38157167
4475;1901040112;PASCO;PASCO;HUAYLLAY;CUYUC;;;SI;;-11.00498333;-76.38453667
4476;1901040114;PASCO;PASCO;HUAYLLAY;CALERA;;;SI;;-10.98418;-76.34507
4477;1901040116;PASCO;PASCO;HUAYLLAY;SHAYHUACRUZ;;;SI;;-10.98961974;-76.34903629
4478;1901040117;PASCO;PASCO;HUAYLLAY;PAMPAHUAYE;;;SI;;-10.99340667;-76.35554167
4479;1901040118;PASCO;PASCO;HUAYLLAY;PUMACANCHA;;;SI;;-11.00626667;-76.391915
4480;1901040119;PASCO;PASCO;HUAYLLAY;SAN JOSE;;;SI;;-10.99524;-76.35963
4481;1901040141;PASCO;PASCO;HUAYLLAY;GUILLA Y GUILLAY;;;SI;;-11.002452;-76.35994
4482;1901130085;PASCO;PASCO;YANACANCHA;EL GRAN CHAPARRAL;;SI;;;-10.656559;-76.25401
4483;2003010001;PIURA;HUANCABAMBA;HUANCABAMBA;HUANCABAMBA;;;SI;;-5.238936185;-79.45064258
4484;2003010045;PIURA;HUANCABAMBA;HUANCABAMBA;SEGUNDA;;;SI;;-5.229698333;-79.44570167
4485;2003010046;PIURA;HUANCABAMBA;HUANCABAMBA;LA PERLA;;SI;;;-5.235458365;-79.45600164
4486;2003010053;PIURA;HUANCABAMBA;HUANCABAMBA;QUISPAMPA ALTO;;;SI;;-5.25846;-79.47175
4487;1902010001;PASCO;DANIEL ALCIDES CARRION;YANAHUANCA;YANAHUANCA;;;SI;;-10.49138062;-76.51670574
4488;1901080058;PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUSYACAN;INCAPUQUIO;;;SI;;-10.56748;-76.21577
4489;1901080066;PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUSYACAN;MILPO;;;SI;;-10.59648;-76.21476
4490;1901080067;PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUSYACAN;CURO UCRO;;;SI;;-10.60511;-76.20706
4491;1901080073;PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUSYACAN;CHICCHAO;SI;;;;-10.620955;-76.21967333
4492;1901100126;PASCO;PASCO;TICLACAYAN;VINCHUS;;;SI;;-10.51875;-76.17964
4493;1903070140;PASCO;OSIAPAMPA;VILLA RICA;MIRADOR (CARRETERA AL MIRADOR);;;SI;;-10.73141;-75.26715
4494;1903070141;PASCO;OSIAPAMPA;VILLA RICA;FUNDO PAMPA HERMOSA;;SI;;;-10.7361;-75.27941
4495;1903070142;PASCO;OSIAPAMPA;VILLA RICA;SAN JERONIMO;;SI;;;-10.7336;-75.28246
4496;1903070143;PASCO;OSIAPAMPA;VILLA RICA;MONARZU;;SI;;;-10.73519;-75.27653
4497;2001010001;PIURA;PIURA;PIURA;PIURA;;;SI;;-5.197117729;-80.62666015
4498;2001010004;PIURA;PIURA;PIURA;MARIA AUSIILIADORA;;;SI;;-5.0461722;-80.66505824
4499;2001010005;PIURA;PIURA;PIURA;SAN MIGUEL;;;SI;;-5.03695;-80.6701
4500;2001010008;PIURA;PIURA;PIURA;SAN JUAN DE CURUMUY;;;SI;;-5.02905;-80.63075
4501;2001010009;PIURA;PIURA;PIURA;LA MERCED;;SI;;;-5.05024;-80.65569
4502;2001010010;PIURA;PIURA;PIURA;JUAN PABLO II;;;SI;;-5.03286;-80.67166
4503;2001010011;PIURA;PIURA;PIURA;JUAN VELASCO;;;SI;;-5.0217;-80.67838
4504;2001010012;PIURA;PIURA;PIURA;CEREZAL;;;SI;;-5.05943;-80.63296
4505;2001010013;PIURA;PIURA;PIURA;SANTA SARA;;SI;;;-5.07761;-80.62711
4506;2001010014;PIURA;PIURA;PIURA;EL MOLINO;;SI;;;-5.082290273;-80.62573184
4507;2001010015;PIURA;PIURA;PIURA;LAS VEGAS;;;SI;;-5.04493;-80.69578
4508;2001010019;PIURA;PIURA;PIURA;EJIDOS DE MARIPOSA;;;SI;;-5.14188;-80.62953
4509;2001010024;PIURA;PIURA;PIURA;COSCOMBA;SI;;;;-5.214196667;-80.64356167
4510;2001010025;PIURA;PIURA;PIURA;EL PORVENIR;;;SI;;-5.0583;-80.69644
4511;2001010026;PIURA;PIURA;PIURA;SANTA FE;;;SI;;-5.05635;-80.64157
4512;2001010027;PIURA;PIURA;PIURA;NUEVA ESPERANZA;;SI;;;-5.07432;-80.67815
4513;2001010028;PIURA;PIURA;PIURA;SAN SEBASTIAN;;;SI;;-5.02827;-80.68352
4514;2001010029;PIURA;PIURA;PIURA;VIRGEN DEL CARMEN;;;SI;;-5.04065;-80.67199
4515;2001150004;PIURA;PIURA;VEINTISEIS DE OCTUBRE;SANTA LUCIA;SI;;;;-5.160275;-80.69971
4516;2001010039;PIURA;PIURA;PIURA;LA CORTINA;;;SI;;-5.022753029;-80.66792848
4517;2001010042;PIURA;PIURA;PIURA;COSCOMBA ALTA;SI;;;;-5.213186;-80.642823
4518;2001010043;PIURA;PIURA;PIURA;COSCOMBA SUR;;SI;;;-5.2254882;-80.65173
4519;2001040001;PIURA;PIURA;CASTILLA;CASTILLA;;;SI;;-5.201627053;-80.62240792
4520;2001040006;PIURA;PIURA;CASTILLA;TERELA;;SI;;;-5.08028;-80.5934
4521;2001040009;PIURA;PIURA;CASTILLA;MIRAFLORES;;;SI;;-5.164053155;-80.61472044
4522;2001040012;PIURA;PIURA;CASTILLA;CRUZ DE CAÑA;;;SI;;-5.14669;-80.39223
4523;2001040013;PIURA;PIURA;CASTILLA;HUAQUILLAS (COMUNIDAD CAMPESINA HUAQUILLAS);;SI;;;-5.1952538;-80.56571
4524;2001040017;PIURA;PIURA;CASTILLA;VIRGEN DE FATIMA;;SI;;;-5.14678;-80.41448
4525;2001040019;PIURA;PIURA;CASTILLA;ESI PREDIO TACALA;;SI;;;-5.1909841;-80.56502
4526;2001050003;PIURA;PIURA;CATACAOS;SIMBILA;;;SI;;-5.244411743;-80.64968552
4527;2001050010;PIURA;PIURA;CATACAOS;PEDREGAL GRANDE;;;SI;;-5.307326632;-80.68531602
4528;2001050011;PIURA;PIURA;CATACAOS;LA COMPUERTA DE NARIHUALA;;;SI;;-5.288256667;-80.703445
4529;2001140071;PIURA;PIURA;TAMBO GRANDE;LA PALA;;SI;;;-4.92153;-80.31415
4530;2001140074;PIURA;PIURA;TAMBO GRANDE;HUALTACO III CP10;;SI;;;-4.900082818;-80.3134161
4531;2001140075;PIURA;PIURA;TAMBO GRANDE;LA FORTALEZA CP9;SI;;;;-4.894296113;-80.30314431
4532;2001140076;PIURA;PIURA;TAMBO GRANDE;SAN PABLO;;SI;;;-4.87342;-80.3207
4533;2001140077;PIURA;PIURA;TAMBO GRANDE;SAN EDUARDO;;SI;;;-4.89607;-80.35441
4534;2001140079;PIURA;PIURA;TAMBO GRANDE;HUACA BLANCA;;SI;;;-4.90442;-80.34465833
4535;2001140082;PIURA;PIURA;TAMBO GRANDE;PEDREGAL ALTO;;;SI;;-4.8871;-80.39625
4536;2001140083;PIURA;PIURA;TAMBO GRANDE;AYAR UCHU;;;SI;;-4.88399;-80.39743
4537;2001140086;PIURA;PIURA;TAMBO GRANDE;CHICA ALTA;;SI;;;-4.8921;-80.41219
4538;2001140121;PIURA;PIURA;TAMBO GRANDE;BONAPIRA;;SI;;;-4.950203333;-80.330315
4539;1901040212;PASCO;PASCO;HUAYLLAY;CASA BLANCA;;;SI;;-11.00475;-76.37455
4540;1901010001;PASCO;PASCO;CHAUPIMARCA;CERRO DE PASCO;;;SI;;-10.68361298;-76.25617782
4541;1901010003;PASCO;PASCO;CHAUPIMARCA;YANA MATE;;;SI;;-10.7077915;-76.23330042
4542;1901010004;PASCO;PASCO;CHAUPIMARCA;MONTECARLO;;;SI;;-10.69626;-76.25168
4543;1901010005;PASCO;PASCO;CHAUPIMARCA;TUCUHUAIN;;;SI;;-10.71175;-76.23138
4544;1901010007;PASCO;PASCO;CHAUPIMARCA;GASHACYACU;;SI;;;-10.69634;-76.23226
4545;1901070001;PASCO;PASCO;PAUCARTAMBO;PAUCARTAMBO;;;SI;;-10.77468956;-75.8135043
4546;1901090081;PASCO;PASCO;SIMON BOLIVAR;SHUCO;;SI;;;-10.69749;-76.2715
4547;1901100205;PASCO;PASCO;TICLACAYAN;LACUIMA;;SI;;;-10.52826443;-76.16960161
4548;1901100206;PASCO;PASCO;TICLACAYAN;PICHUISAN;;SI;;;-10.53259;-76.1752
4549;1901100207;PASCO;PASCO;TICLACAYAN;MATISH HUASHAN;;;SI;;-10.53751833;-76.17297833
4550;1901100208;PASCO;PASCO;TICLACAYAN;COTOSH;;;SI;;-10.53734;-76.1744
4551;2001050039;PIURA;PIURA;CATACAOS;MONTE VERDE;;SI;;;-5.3166894;-80.64641
4552;2001050040;PIURA;PIURA;CATACAOS;NUEVO CUCUNGARA (NUEVO PEDREGAL);;SI;;;-5.309109974;-80.65969999
4553;2001050041;PIURA;PIURA;CATACAOS;BELLA NATURALEZA;;SI;;;-5.2416288;-80.63908
4554;2001070010;PIURA;PIURA;CURA MORI;BUENOS AIRES;;SI;;;-5.33846;-80.66081
4555;2001070012;PIURA;PIURA;CURA MORI;SAN PEDRO;;SI;;;-5.3495442;-80.66181
4556;2001070014;PIURA;PIURA;CURA MORI;NUEVO SAN PEDRO;SI;;;;-5.357858333;-80.61098667
4557;2001070016;PIURA;PIURA;CURA MORI;PUEBLO NUEVO;SI;;;;-5.361443333;-80.64436333
4558;2001070018;PIURA;PIURA;CURA MORI;NUEVO CHATO GRANDE;;SI;;;-5.37089;-80.61372
4559;2001070020;PIURA;PIURA;CURA MORI;ALMIRANTE GRAU;;SI;;;-5.37786;-80.61334
4560;2001070024;PIURA;PIURA;CURA MORI;ZONA LETIGIO;;SI;;;-5.40845;-80.61203
4561;2001070025;PIURA;PIURA;CURA MORI;CIUDAD NOE;;SI;;;-5.36616;-80.61189
4562;2001080001;PIURA;PIURA;EL TALLAN;SINCHAO;;;SI;;-5.40925368;-80.68126924
4563;2001080005;PIURA;PIURA;EL TALLAN;CHATITO SUR;;;SI;;-5.41195;-80.68001
4564;2001080011;PIURA;PIURA;EL TALLAN;SANTA CRUZ DE LOS MILAGROS;;SI;;;-5.4160644;-80.64899
4565;2001090005;PIURA;PIURA;LA ARENA;JESUS MARIA;SI;;;;-5.309630859;-80.70805078
4566;2001090008;PIURA;PIURA;LA ARENA;SATUYAL;;SI;;;-5.3096413;-80.71412
4567;2001090010;PIURA;PIURA;LA ARENA;CASAGRANDE;;;SI;;-5.315789314;-80.75289181
4568;2001090019;PIURA;PIURA;LA ARENA;EL PEÑAL;;SI;;;-5.34747;-80.7289
4569;2001090022;PIURA;PIURA;LA ARENA;LAS MALVINAS;;;SI;;-5.360289991;-80.72209463
4570;2001090023;PIURA;PIURA;LA ARENA;MONTE GRANDE;;;SI;;-5.37116;-80.69518
4571;2001090024;PIURA;PIURA;LA ARENA;CHATITO;;;SI;;-5.37907;-80.69686
4572;2001140158;PIURA;PIURA;TAMBO GRANDE;EL REFUGIO;SI;;;;-4.93401;-80.28731
4573;2001140159;PIURA;PIURA;TAMBO GRANDE;EL FRUTAL;;SI;;;-4.892870884;-80.35999038
4574;2002010001;PIURA;AYABACA;AYABACA;AYABACA;;;SI;;-4.640069207;-79.71523601
4575;1901040262;PASCO;PASCO;HUAYLLAY;PARWINACOCHA;;;SI;;-11.00687833;-76.39001833
4576;1901040271;PASCO;PASCO;HUAYLLAY;TAPIAHUAY;;;SI;;-11.01340167;-76.37658333
4577;1901040273;PASCO;PASCO;HUAYLLAY;CHACUANCANCHA;;;SI;;-11.01017;-76.3759
4578;1901040274;PASCO;PASCO;HUAYLLAY;CHAGAPATA;;;SI;;-11.01609;-76.38011
4579;1901040285;PASCO;PASCO;HUAYLLAY;CANCHAPATA;;;SI;;-11.00074;-76.35449167
4580;1901040286;PASCO;PASCO;HUAYLLAY;GASPARMACHAY;;;SI;;-10.99218833;-76.35474167
4581;2003040001;PIURA;HUANCABAMBA;HUARMACA;HUARMACA;;;SI;;-5.567966296;-79.52452369
4582;1901030001;PASCO;PASCO;HUARIACA;HUARIACA;;;SI;;-10.43909774;-76.19156014
4583;1901030008;PASCO;PASCO;HUARIACA;HUANAG CHACA;;SI;;;-10.4241;-76.19545
4584;1901030013;PASCO;PASCO;HUARIACA;HUAC HUAYIN;;;SI;;-10.43312;-76.18285
4585;1901030014;PASCO;PASCO;HUARIACA;SHALIPIACUN;;;SI;;-10.43375;-76.18703
4586;1901030016;PASCO;PASCO;HUARIACA;PIWICK;;SI;;;-10.43712;-76.1883
4587;1901030019;PASCO;PASCO;HUARIACA;CHALCAN;;SI;;;-10.44268;-76.19992
4588;1901030022;PASCO;PASCO;HUARIACA;CHILITINGO;;;SI;;-10.44558;-76.18065
4589;1901030029;PASCO;PASCO;HUARIACA;POSUYOJ;;;SI;;-10.44043;-76.19574
4590;1901030034;PASCO;PASCO;HUARIACA;CHINCULLOJ;;;SI;;-10.45283;-76.17689
4591;1901030037;PASCO;PASCO;HUARIACA;CHINCHOJ;;SI;;;-10.450778;-76.19196
4592;2102040007;PUNO;AZANGARO;ASILLO;CHATRAYA(JILA ALIANZA);;SI;;;-14.63693;-70.36848
4593;2102120081;PUNO;AZANGARO;SAN JOSE;CORONCOTANI;;;SI;;-14.715;-70.15136833
4594;2101150013;PUNO;PUNO;VILQUE;CHAPAHUATA;;SI;;;-15.73997;-70.29641
4595;2101150014;PUNO;PUNO;VILQUE;SANTA ROSA PISCACHA;;SI;;;-15.74062;-70.27814
4596;2101150018;PUNO;PUNO;VILQUE;PETRARIA;;;SI;;-15.75423;-70.28865
4597;2101150019;PUNO;PUNO;VILQUE;ESIALTACION;;;SI;;-15.75068;-70.30018
4598;2101150020;PUNO;PUNO;VILQUE;KERE;;SI;;;-15.77467;-70.29974
4599;2101150021;PUNO;PUNO;VILQUE;ACCOPATA;;;SI;;-15.76631;-70.27123
4600;2101150029;PUNO;PUNO;VILQUE;TICUYO;;;SI;;-15.77941;-70.27475
4601;2101150030;PUNO;PUNO;VILQUE;VIZCACHANI;;;SI;;-15.78121;-70.29845
4602;2101150031;PUNO;PUNO;VILQUE;HUAYLLANI;;SI;;;-15.78401;-70.28438
4603;2101150032;PUNO;PUNO;VILQUE;SUYANA;;;SI;;-15.78549;-70.25447
4604;2101150036;PUNO;PUNO;VILQUE;AGUA BUENA;;SI;;;-15.79865;-70.25962
4605;2101150038;PUNO;PUNO;VILQUE;LOS ROSALES;;;SI;;-15.80411;-70.29242
4606;2101150045;PUNO;PUNO;VILQUE;PISCACHA;;;SI;;-15.74566;-70.29265
4607;2101150046;PUNO;PUNO;VILQUE;LA BANDA;;;SI;;-15.77312;-70.27072
4608;2101150047;PUNO;PUNO;VILQUE;JURAYANI;;;SI;;-15.77955;-70.28162
4609;2101150048;PUNO;PUNO;VILQUE;ANDAVILCA;;;SI;;-15.77877;-70.27968
4610;2101150049;PUNO;PUNO;VILQUE;CHAPARRAL;;SI;;;-15.78129;-70.28184
4611;2101150050;PUNO;PUNO;VILQUE;CHEJOLLANI;;;SI;;-15.77454;-70.27848
4612;2101150051;PUNO;PUNO;VILQUE;TITUKONI;;SI;;;-15.77787;-70.2908
4613;2006010028;PIURA;SULLANA;SULLANA;NUEVO SULLANA;;;SI;;-4.912725601;-80.72433153
4614;2003040225;PIURA;HUANCABAMBA;HUARMACA;COIPA;;;SI;;-5.553558334;-79.48181167
4615;2003040250;PIURA;HUANCABAMBA;HUARMACA;YUMBE;;;SI;;-5.579585884;-79.52247777
4616;2006010039;PIURA;SULLANA;SULLANA;NUEVA ESPERANZA;SI;;;;-4.876286666;-80.66887667
4617;2006010040;PIURA;SULLANA;SULLANA;LAS MERCEDES CIENEGUILLO NORTE;;;SI;;-4.909505742;-80.64896952
4618;2006010041;PIURA;SULLANA;SULLANA;SAN JUAN DE LOS RANCHOS;;;SI;;-4.918936991;-80.6418087
4619;2006010042;PIURA;SULLANA;SULLANA;MIRAFLORES;;;SI;;-4.917824193;-80.6377019
4620;2006010044;PIURA;SULLANA;SULLANA;LA CAPILLA (LA LECHERA);SI;;;;-4.947648333;-80.673975
4621;2006010045;PIURA;SULLANA;SULLANA;LAS CHAVELAS;SI;;;;-4.959911796;-80.65553012
4622;2006010046;PIURA;SULLANA;SULLANA;MEJIA;;SI;;;-4.94062;-80.64909
4623;2006010047;PIURA;SULLANA;SULLANA;CANAL MOCHO LAS MERCEDES;SI;;;;-4.996075491;-80.68769422
4624;2006010048;PIURA;SULLANA;SULLANA;SAN JUAN DE LOS RANCHOS I;;;SI;;-4.919406393;-80.63903867
4625;2006010050;PIURA;SULLANA;SULLANA;EL BENDITO;;SI;;;-4.9402757;-80.676
4626;2006010053;PIURA;SULLANA;SULLANA;NUEVO PROGRESO;;SI;;;-5.003852043;-80.69761287
4627;2006010054;PIURA;SULLANA;SULLANA;11 DE ENERO;SI;;;;-4.975086353;-80.67608813
4628;2006010056;PIURA;SULLANA;SULLANA;VILLA MARIA;;SI;;;-4.92507422;-80.65548636
4629;2006020001;PIURA;SULLANA;BELLAVISTA;BELLAVISTA;;;SI;;-4.891140044;-80.67350091
4630;2006030001;PIURA;SULLANA;IGNACIO ESCUDERO;SAN JACINTO;;;SI;;-4.8471827;-80.87378107
4631;2006030016;PIURA;SULLANA;IGNACIO ESCUDERO;SAN MIGUEL;;SI;;;-4.84848;-80.89199
4632;2006070012;PIURA;SULLANA;QUERECOTILLO;SANTA CRUZ;;;SI;;-4.79781;-80.62113
4633;2006070013;PIURA;SULLANA;QUERECOTILLO;PUEBLO NUEVO;;SI;;;-4.803518333;-80.62509833
4634;2006070014;PIURA;SULLANA;QUERECOTILLO;HUALTACAL;;SI;;;-4.80536;-80.64628
4635;2006070015;PIURA;SULLANA;QUERECOTILLO;LA MARGARITA;;;SI;;-4.805551275;-80.63551352
4636;2006070016;PIURA;SULLANA;QUERECOTILLO;SANTA ELENA ALTA;;SI;;;-4.81831;-80.64153
4637;2006070017;PIURA;SULLANA;QUERECOTILLO;SANTA ELENA BAJA;;SI;;;-4.82532;-80.64682
4638;2006070018;PIURA;SULLANA;QUERECOTILLO;CABO VERDE ALTO;;SI;;;-4.83413;-80.66336
4639;2006070022;PIURA;SULLANA;QUERECOTILLO;NUEVO CAUTIVO;;;SI;;-4.74643;-80.58671
4640;2006080001;PIURA;SULLANA;SALITRAL;SALITRAL;;;SI;;-4.857426476;-80.68119401
4641;2006080005;PIURA;SULLANA;SALITRAL;EL CORTIJO;SI;;;;-4.846276667;-80.67056
4642;2006080006;PIURA;SULLANA;SALITRAL;PUERTO RICO;;SI;;;-4.84862;-80.69177
